keyword_version,match_mode,filter_id,filter_desc,min_category_n,conditional_t90_minutes__Philosophy/Meta,conditional_t90_minutes__Social/Casual,n_parents__Philosophy/Meta,n_parents__Social/Casual,reply_incidence_pct__Philosophy/Meta,reply_incidence_pct__Social/Casual,ordering_incidence_preserved,ordering_t90_preserved,analysis_seed,generated_at_utc,input_survival_path,input_thread_events_path
baseline,token+substring,drop_other,Drop Other,1000,47.81300148333333,0.4139047183333339,5831.0,189765.0,1.8007202881152462,10.951439938871763,True,True,20260210,2026-02-10T12:07:12Z,data_features/moltbook_only/run_20260206-145240Z/survival_units.parquet,data_features/moltbook_only/run_20260206-145240Z/thread_events.parquet
baseline,token+substring,drop_other_and_small,Drop Other + small (<1000),1000,47.81300148333333,0.4139047183333339,5831.0,189765.0,1.8007202881152462,10.951439938871763,True,True,20260210,2026-02-10T12:07:12Z,data_features/moltbook_only/run_20260206-145240Z/survival_units.parquet,data_features/moltbook_only/run_20260206-145240Z/thread_events.parquet
baseline,token+substring,none,None,1000,47.81300148333333,0.4139047183333339,5831.0,189765.0,1.8007202881152462,10.951439938871763,True,True,20260210,2026-02-10T12:07:12Z,data_features/moltbook_only/run_20260206-145240Z/survival_units.parquet,data_features/moltbook_only/run_20260206-145240Z/thread_events.parquet
baseline,token-only,drop_other,Drop Other,1000,47.69954600833333,0.4139047183333339,5826.0,189666.0,1.8537590113285274,10.957156264169646,True,True,20260210,2026-02-10T12:07:12Z,data_features/moltbook_only/run_20260206-145240Z/survival_units.parquet,data_features/moltbook_only/run_20260206-145240Z/thread_events.parquet
baseline,token-only,drop_other_and_small,Drop Other + small (<1000),1000,47.69954600833333,0.4139047183333339,5826.0,189666.0,1.8537590113285274,10.957156264169646,True,True,20260210,2026-02-10T12:07:12Z,data_features/moltbook_only/run_20260206-145240Z/survival_units.parquet,data_features/moltbook_only/run_20260206-145240Z/thread_events.parquet
baseline,token-only,none,None,1000,47.69954600833333,0.4139047183333339,5826.0,189666.0,1.8537590113285274,10.957156264169646,True,True,20260210,2026-02-10T12:07:12Z,data_features/moltbook_only/run_20260206-145240Z/survival_units.parquet,data_features/moltbook_only/run_20260206-145240Z/thread_events.parquet
expanded,token+substring,drop_other,Drop Other,1000,46.347914228333345,0.4139047183333339,5796.0,189764.0,1.8978605935127675,10.951497649712275,True,True,20260210,2026-02-10T12:07:12Z,data_features/moltbook_only/run_20260206-145240Z/survival_units.parquet,data_features/moltbook_only/run_20260206-145240Z/thread_events.parquet
expanded,token+substring,drop_other_and_small,Drop Other + small (<1000),1000,46.347914228333345,0.4139047183333339,5796.0,189764.0,1.8978605935127675,10.951497649712275,True,True,20260210,2026-02-10T12:07:12Z,data_features/moltbook_only/run_20260206-145240Z/survival_units.parquet,data_features/moltbook_only/run_20260206-145240Z/thread_events.parquet
expanded,token+substring,none,None,1000,46.347914228333345,0.4139047183333339,5796.0,189764.0,1.8978605935127675,10.951497649712275,True,True,20260210,2026-02-10T12:07:12Z,data_features/moltbook_only/run_20260206-145240Z/survival_units.parquet,data_features/moltbook_only/run_20260206-145240Z/thread_events.parquet
